Skill,course_title,course_url
adapt to new technology used in cars,Self-Driving Cars,https://www.coursera.org/specializations/self-driving-cars
add computer components,Introduction to Computers,https://www.coursera.org/learn/introduction-to-computers
adjust ICT system capacity,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
adjust hearing aids,The Pronunciation of American English,https://www.coursera.org/specializations/american-english-pronunciation
adjust video transmissions,The Art of Visual Storytelling,https://www.coursera.org/specializations/the-art-of-visual-storytelling
administer ICT system,Google IT Support,https://www.coursera.org/professional-certificates/google-it-support
adobe creative suite,Adobe Graphic Designer,https://www.coursera.org/professional-certificates/adobe-graphic-designer
adopt ways to foster biodiversity and animal welfare,Animal Behaviour and Welfare,https://www.coursera.org/learn/animal-welfare
adopt ways to reduce negative impact of consumption,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
adopt ways to reduce pollution,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
advanced driver assistant systems,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
advise customers on building materials,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
advise customers on type of computer equipment,The Bits and Bytes of Computer Networking,https://www.coursera.org/learn/computer-networking
advise on animal welfare,Animal Behaviour and Welfare,https://www.coursera.org/learn/animal-welfare
advise on carbon emissions reduction,Introduction to Carbon Reduction and Net Zero,https://www.coursera.org/learn/introduction-to-carbon-reduction-and-net-zero
advise on chemical use reduction,Chemical Hazards and Process Safety,https://www.coursera.org/specializations/chemical-hazards-and-process-safety
advise on corporate social responsibility,Corporate Strategy,https://www.coursera.org/learn/corporatestrategy
advise on environmental remediation,Introduction to Environmental Science,https://www.coursera.org/specializations/environmental-science
advise on environmental risk management systems,Risk Management,https://www.coursera.org/specializations/risk-management
advise on fitted ventilation systems,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
advise on heating systems energy efficiency,Renewable Energy,https://www.coursera.org/specializations/renewable-energy
advise on mining environmental issues,Introduction to Environmental Science,https://www.coursera.org/specializations/environmental-science
advise on nature conservation,Ecology: Ecosystem Dynamics and Conservation,https://www.coursera.org/learn/ecology-conservation
advise on nitrate pollution,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
advise on offshore renewable energies subjects,Renewable Energy,https://www.coursera.org/specializations/renewable-energy
advise on online dating,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
advise on pollution prevention,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
advise on soil and water protection,Introduction to Household Water Treatment and Safe Storage,https://www.coursera.org/learn/water-treatment
advise on sustainability solutions,AWS Cloud Solutions Architect,https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect
advise on sustainable management policies,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
advise on tree issues,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
advise on utility consumption,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
advise on waste management procedures,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
aeroponics,An Introduction to Programming the Internet of Things (IOT),https://www.coursera.org/specializations/iot
agritourism,The Art of Visual Storytelling,https://www.coursera.org/specializations/the-art-of-visual-storytelling
agroecology,Agroforestry,https://www.coursera.org/specializations/agroforestry-all
agroforestry,Agroforestry,https://www.coursera.org/specializations/agroforestry-all
agronomy,Agroforestry,https://www.coursera.org/specializations/agroforestry-all
aircraft flight control systems,Avionics and Aircraft Systems: Fundamentals,https://www.coursera.org/learn/avionics-aircraft-systems-fundamentals
airport environmental regulations,Introduction to Environmental Science,https://www.coursera.org/specializations/environmental-science
airspace system block upgrades,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
airtight construction,Construction Management,https://www.coursera.org/specializations/construction-management
alarm systems,Fire Detection & Fire Alarm Systems and Safety Signages,https://www.coursera.org/learn/fire-detection--fire-alarm-systems-and-safety-signages
algorithms,Algorithms,https://www.coursera.org/specializations/algorithms
align antennae with receiving dishes,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
align software with system architectures,Software Design and Architecture,https://www.coursera.org/specializations/software-design-architecture
alternative energy,Renewable Energy and Green Building Entrepreneurship,https://www.coursera.org/learn/renewable-energy-entrepreneurship
alternative fuels,Global Energy and Climate Policy,https://www.coursera.org/learn/globalenergyandclimatepolicy
analyse ICT system,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
analyse big data,Big Data,https://www.coursera.org/specializations/big-data
analyse blockchain use cases,Blockchain,https://www.coursera.org/specializations/blockchain
analyse blood samples,Statistical Analysis with R for Public Health,https://www.coursera.org/specializations/statistical-analysis-r-public-health
analyse clothing 3d prototypes,3D Printing and Additive Manufacturing,https://www.coursera.org/specializations/3d-printing-additive-manufacturing
analyse decentralised applications,Deep Learning,https://www.coursera.org/specializations/deep-learning
analyse ecological data,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
analyse energy consumption,Renewable Energy,https://www.coursera.org/specializations/renewable-energy
analyse environmental data,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
analyse gambling data,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
analyse information systems,Information Systems,https://www.coursera.org/specializations/information-systems
analyse milk control test results,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
analyse network bandwidth requirements,Deep Learning,https://www.coursera.org/specializations/deep-learning
analyse network configuration and performance,Deep Learning,https://www.coursera.org/specializations/deep-learning
analyse pipeline database information,Meta Database Engineer,https://www.coursera.org/professional-certificates/meta-database-engineer
analyse scanned data of the body,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
analyse software specifications,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
analyse stress resistance of materials,Mechanics of Materials I: Fundamentals of Stress & Strain and Axial Loading,https://www.coursera.org/learn/mechanics-1
